Player ID,Name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,cost,Position,Team,Power ranking,Saves,games,ClubID,ClubPower,Predicted Performace index,Cost Efficiency
651,Mohammed Salisu,0,1,1971,41,109.7,537.4,167,81.5,1,0,5,42,DEF,Southampton,81.1,,21,17,81.1,10,0.23809523809523808
653,Gavin Bazunu,0,0,2880,56,10.0,633.0,0,64.2,4,0,0,44,GK,Southampton,81.1,67.0,32,17,81.1,8,0.18181818181818182
654,Armel Bella-Kotchap,0,2,1881,39,76.4,422.4,105,60.6,3,0,4,45,DEF,Southampton,81.1,,20,17,81.1,8,0.17777777777777778
656,Joe Ayodele-Aribo,2,0,1219,24,137.1,209.6,366,71.5,1,0,2,50,MID,Southampton,81.1,,13,17,81.1,9,0.18
657,Sékou Mara,1,2,538,10,77.5,104.8,169,33.9,0,0,1,53,FWD,Southampton,81.1,,5,17,81.1,2,0.03773584905660377
659,Duje Caleta-Car,1,0,942,15,16.2,262.4,69,34.9,1,0,2,44,DEF,Southampton,81.1,,10,17,81.1,4,0.09090909090909091
660,Samuel Edozie,0,0,554,9,110.3,89.2,133,33.2,1,0,0,46,MID,Southampton,81.1,,6,17,81.1,4,0.08695652173913043
665,Carlos Alcaraz,4,2,1024,25,64.4,199.0,190,45.1,0,0,3,50,MID,Southampton,81.1,,11,17,81.1,6,0.12
666,James Bree,0,0,366,12,65.3,49.2,4,11.7,0,0,1,45,DEF,Southampton,81.1,,4,17,81.1,1,0.022222222222222223
667,Kamaldeen Sulemana,2,1,959,20,175.5,105.2,164,44.5,3,0,1,49,MID,Southampton,81.1,,10,17,81.1,6,0.12244897959183673
668,Paul Onuachu,0,0,401,7,52.8,30.2,126,20.6,1,0,0,53,FWD,Southampton,81.1,,4,17,81.1,1,0.018867924528301886
672,Hugo Lloris,0,0,2205,39,0.0,540.0,0,54.0,7,0,0,54,GK,Tottenham,90.4,79.0,24,12,90.4,8,0.14814814814814814
673,Fraser Forster,0,0,1215,24,0.0,256.8,0,25.8,3,0,1,39,GK,Tottenham,90.4,30.0,13,12,90.4,3,0.07692307692307693
674,Harry Kane,30,9,3406,62,744.8,1256.6,1707,371.0,11,0,6,125,FWD,Tottenham,90.4,,37,12,90.4,25,0.2
675,Son Heung-min,10,6,2886,55,829.3,709.2,910,244.7,9,0,2,90,MID,Tottenham,90.4,,32,12,90.4,37,0.4111111111111111
676,Matt Doherty,1,0,663,9,110.5,147.0,146,40.3,3,0,0,46,DEF,Tottenham,90.4,,7,12,90.4,5,0.10869565217391304
677,Eric Dier,2,1,2816,52,112.3,653.2,235,100.1,9,0,3,50,DEF,Tottenham,90.4,,31,12,90.4,14,0.28
679,Ben Davies,2,3,2284,33,276.9,407.8,172,85.8,9,0,4,47,DEF,Tottenham,90.4,,25,12,90.4,12,0.2553191489361702
680,Pierre-Emile Højbjerg,4,5,3131,57,501.7,758.0,237,150.0,10,0,5,53,MID,Tottenham,90.4,,34,12,90.4,23,0.4339622641509434
682,Davinson Sánchez,0,0,848,17,29.9,180.6,52,26.3,2,0,1,42,DEF,Tottenham,90.4,,9,12,90.4,3,0.07142857142857142
683,Ryan Sessegnon,2,1,805,15,103.0,148.6,290,54.3,1,0,4,44,DEF,Tottenham,90.4,,8,12,90.4,7,0.1590909090909091
687,Rodrigo Bentancur,5,2,1501,24,180.2,489.6,236,90.7,6,0,8,53,MID,Tottenham,90.4,,16,12,90.4,13,0.24528301886792453
688,Oliver Skipp,1,0,1489,28,146.1,198.2,52,39.8,4,0,7,43,MID,Tottenham,90.4,,16,12,90.4,6,0.13953488372093023
690,Cristian Romero,0,2,2363,41,136.2,546.2,91,77.3,8,1,9,49,DEF,Tottenham,90.4,,26,12,90.4,11,0.22448979591836735
691,Yves Bissouma,0,0,998,20,135.0,111.0,23,26.8,1,0,6,47,MID,Tottenham,90.4,,11,12,90.4,4,0.0851063829787234
692,Emerson Leite de Souza Junior,2,2,1729,27,178.9,376.2,230,78.7,7,1,2,48,DEF,Tottenham,90.4,,19,12,90.4,11,0.22916666666666666
693,Dejan Kulusevski,2,7,2062,40,627.6,409.2,514,154.7,8,0,2,70,MID,Tottenham,90.4,,22,12,90.4,23,0.32857142857142857
695,Ivan Perišić,1,8,2099,44,732.8,517.8,394,164.2,6,0,6,53,DEF,Tottenham,90.4,,23,12,90.4,24,0.4528301886792453
701,Richarlison de Andrade,1,5,995,18,221.0,201.6,401,82.0,3,0,3,84,FWD,Tottenham,90.4,,11,12,90.4,5,0.05952380952380952
702,Clément Lenglet,0,2,2018,35,136.1,380.8,130,64.7,5,0,4,48,DEF,Tottenham,90.4,,22,12,90.4,9,0.1875
706,Pedro Porro,3,3,1132,26,377.9,268.6,150,79.6,2,0,0,48,DEF,Tottenham,90.4,,12,12,90.4,11,0.22916666666666666
711,Danny Ings,8,2,1579,26,186.0,398.4,604,118.6,5,0,4,60,FWD,West Ham,87.1,,17,18,87.1,7,0.11666666666666667
712,Lukasz Fabianski,0,0,3111,48,0.0,755.6,0,75.4,9,0,1,49,GK,West Ham,87.1,106.0,34,18,87.1,11,0.22448979591836735
713,Angelo Ogbonna,0,0,1234,19,35.2,212.8,24,27.4,4,0,0,44,DEF,West Ham,87.1,,13,18,87.1,3,0.06818181818181818
714,Aaron Cresswell,0,1,2235,32,632.9,411.6,81,113.0,6,0,3,47,DEF,West Ham,87.1,,24,18,87.1,16,0.3404255319148936
715,Michail Antonio,5,3,1822,29,207.7,305.8,559,107.0,5,0,2,69,FWD,West Ham,87.1,,20,18,87.1,7,0.10144927536231885
717,Kurt Zouma,2,1,1988,29,18.7,415.0,239,67.4,7,0,0,44,DEF,West Ham,87.1,,22,18,87.1,9,0.20454545454545456
719,Vladimir Coufal,0,2,2135,35,330.5,361.6,54,74.9,4,0,5,40,DEF,West Ham,87.1,,23,18,87.1,10,0.25
720,Saïd Benrahma,6,3,2059,32,613.9,510.0,653,177.7,6,0,0,55,MID,West Ham,87.1,,22,18,87.1,26,0.4727272727272727
721,Jarrod Bowen,6,9,3232,50,674.8,625.8,1076,237.9,9,0,2,70,MID,West Ham,87.1,,35,18,87.1,35,0.5
723,Declan Rice,4,3,3272,50,522.4,777.6,226,152.7,9,0,5,47,MID,Arsenal,94.6,,36,0,94.6,24,0.5106382978723404
724,Tomas Soucek,2,4,2811,42,230.1,565.6,472,127.1,8,0,3,50,MID,West Ham,87.1,,31,18,87.1,18,0.36
725,Pablo Fornals Malla,3,1,1493,28,281.0,226.6,182,68.7,1,0,0,49,MID,West Ham,87.1,,16,18,87.1,10,0.20408163265306123
726,Ben Johnson,0,0,860,13,76.8,161.6,20,25.9,2,0,0,44,DEF,West Ham,87.1,,9,18,87.1,3,0.06818181818181818
727,Nayef Aguerd,2,0,1594,28,67.5,404.4,113,58.5,5,0,4,48,DEF,West Ham,87.1,,17,18,87.1,8,0.16666666666666666
728,Alphonse Areola,0,0,307,7,0.0,69.4,0,6.8,0,0,0,43,GK,West Ham,87.1,9.0,3,18,87.1,1,0.023255813953488372
729,Flynn Downes,0,0,752,14,28.9,55.8,51,13.4,1,0,2,42,MID,West Ham,87.1,,8,18,87.1,1,0.023809523809523808
730,Gianluca Scamacca,3,0,921,12,160.7,151.8,312,62.0,3,0,3,66,FWD,West Ham,87.1,,10,18,87.1,4,0.06060606060606061
731,Emerson Palmieri dos Santos,1,0,1317,28,188.8,224.8,178,59.4,2,0,2,40,DEF,West Ham,87.1,,14,18,87.1,8,0.2
735,Thilo Kehrer,0,3,2229,34,126.2,347.6,83,56.0,5,0,4,43,DEF,West Ham,87.1,,24,18,87.1,8,0.18604651162790697
736,Lucas Tolentino Coelho de Lima,4,5,2154,39,446.5,496.8,473,142.0,6,0,5,59,MID,West Ham,87.1,,23,18,87.1,20,0.3389830508474576
741,Craig Dawson,1,1,2134,31,37.2,455.6,145,64.0,7,0,6,48,DEF,Wolves,85.7,,23,19,85.7,9,0.1875
742,Raúl Jiménez,0,2,839,18,116.0,74.6,273,46.3,2,0,0,65,FWD,Wolves,85.7,,9,19,85.7,3,0.046153846153846156
743,Jonathan Castro Otto,1,0,1257,21,118.2,233.2,83,43.7,5,1,3,43,DEF,Wolves,85.7,,13,19,85.7,6,0.13953488372093023
744,José Malheiro de Sá,0,0,3240,55,0.0,845.6,0,84.7,11,0,2,50,GK,Wolves,85.7,105.0,36,19,85.7,12,0.24
745,Rúben da Silva Neves,6,2,3020,48,474.7,788.8,347,161.0,10,0,12,52,MID,Wolves,85.7,,33,19,85.7,23,0.4423076923076923
746,Hwang Hee-chan,3,2,1117,18,138.8,194.0,242,57.5,3,0,1,57,MID,Wolves,85.7,,12,19,85.7,8,0.14035087719298245
747,Nélson Cabral Semedo,0,1,2633,43,226.5,443.4,79,74.4,8,1,11,50,DEF,Wolves,85.7,,29,19,85.7,10,0.2
748,Daniel Castelo Podence,6,1,1760,31,512.8,376.0,580,146.8,6,0,5,51,MID,Wolves,85.7,,19,19,85.7,21,0.4117647058823529
749,Max Kilman,0,1,3307,56,66.9,739.8,106,91.6,11,0,3,43,DEF,Wolves,85.7,,36,19,85.7,12,0.27906976744186046
751,Pedro Lomba Neto,0,2,962,15,309.5,96.8,203,60.9,5,0,1,49,MID,Wolves,85.7,,10,19,85.7,8,0.16326530612244897
752,Rayan Aït-Nouri,1,0,1067,18,130.5,195.0,156,48.3,4,0,4,41,DEF,Wolves,85.7,,11,19,85.7,6,0.14634146341463414
754,Toti António Gomes,1,0,978,14,74.3,225.2,65,36.5,4,0,6,39,DEF,Wolves,85.7,,10,19,85.7,5,0.1282051282051282
756,Adama Traoré Diarra,2,4,1477,30,370.0,253.6,258,87.9,2,0,2,53,MID,Wolves,85.7,,16,19,85.7,12,0.22641509433962265
759,João Filipe Iria Santos Moutinho,0,2,1773,28,537.7,309.8,142,99.2,6,0,3,46,MID,Wolves,85.7,,19,19,85.7,14,0.30434782608695654
760,Nathan Collins,0,0,1811,37,37.9,419.0,29,48.9,4,1,2,42,DEF,Wolves,85.7,,20,19,85.7,6,0.14285714285714285
762,Hugo Bueno López,0,1,1307,29,254.8,221.2,74,55.3,3,0,1,38,DEF,Wolves,85.7,,14,19,85.7,7,0.18421052631578946
766,Gonçalo Manuel Ganchinho Guedes,1,1,703,12,139.6,89.4,223,45.1,2,0,1,58,MID,Wolves,85.7,,7,19,85.7,6,0.10344827586206896
767,Matheus Luiz Nunes,1,1,2467,38,405.0,370.2,310,108.6,11,1,2,48,MID,Wolves,85.7,,27,19,85.7,15,0.3125
769,Diego Da Silva Costa,1,0,1235,17,144.3,96.8,504,73.3,6,1,5,53,FWD,Wolves,85.7,,13,19,85.7,4,0.07547169811320754
770,Boubacar Traoré,0,1,405,9,16.6,49.6,7,7.4,0,0,2,43,MID,Wolves,85.7,,4,19,85.7,1,0.023255813953488372
774,Matheus Santos Carneiro Da Cunha,2,0,961,12,95.1,143.0,217,45.1,5,0,1,53,FWD,Wolves,85.7,,10,19,85.7,2,0.03773584905660377
775,Mario Lemina,0,1,1297,28,65.0,200.4,36,30.1,5,1,2,45,MID,Wolves,85.7,,14,19,85.7,4,0.08888888888888889
776,Pablo Sarabia,1,0,764,9,184.7,92.0,157,43.0,3,0,3,49,MID,Wolves,85.7,,8,19,85.7,6,0.12244897959183673
778,João Victor Gomes da Silva,1,0,649,18,72.0,133.0,46,24.9,2,0,5,45,MID,Wolves,85.7,,7,19,85.7,3,0.06666666666666667
